32	2	0.7853981633974483
150	278	0.7853981633974483
180	277	0.7853981633974483
181	161	0.7853981633974483
191	159	0.7853981633974483
189	113	0.7853981633974483
172	113	0.7853981633974483
167	108	0.7853981633974483
157	39	0.7853981633974483
376	44	0.7853981633974483
372	60	0.7853981633974483
346	113	0.7853981633974483
340	116	0.7853981633974483
335	116	0.7853981633974483
334	161	0.7853981633974483
344	162	0.7853981633974483
344	175	0.7853981633974483
338	178	0.7853981633974483
339	287	0.7853981633974483
796	289	0.7853981633974483
-796	197	0.7853981633974483
443	188	0.7853981633974483
342	209	0.7853981633974483
342	229	0.7853981633974483
796	234	0.7853981633974483
-777	286	0.7853981633974483
777	256	0.7853981633974483
723	256	0.7853981633974483
723	285	0.7853981633974483
-653	285	0.7853981633974483
652	255	0.7853981633974483
596	255	0.7853981633974483
596	284	0.7853981633974483
-574	284	0.7853981633974483
574	254	0.7853981633974483
515	253	0.7853981633974483
515	283	0.7853981633974483
-443	283	0.7853981633974483
442	252	0.7853981633974483
380	252	0.7853981633974483
380	283	0.7853981633974483
-342	344	0.7853981633974483
378	334	0.7853981633974483
409	331	0.7853981633974483
442	336	0.7853981633974483
482	344	0.7853981633974483
519	360	0.7853981633974483
520	423	0.7853981633974483
341	440	0.7853981633974483
341	351	0.7853981633974483
-560	360	0.7853981633974483
593	342	0.7853981633974483
625	332	0.7853981633974483
662	330	0.7853981633974483
690	331	0.7853981633974483
732	340	0.7853981633974483
770	356	0.7853981633974483
769	416	0.7853981633974483
559	419	0.7853981633974483
560	366	0.7853981633974483
-364	69	0.7853981633974483
164	65	0.7853981633974483
-224	76	0.7853981633974483
301	76	0.7853981633974483
301	161	0.7853981633974483
222	161	0.7853981633974483
223	83	0.7853981633974483
-253	127	0.7853981633974483
262	116	0.7853981633974483
284	107	0.7853981633974483
-222	178	0.7853981633974483
222	274	0.7853981633974483
300	274	0.7853981633974483
300	176	0.7853981633974483
229	176	0.7853981633974483
-222	290	0.7853981633974483
223	459	0.7853981633974483
253	459	0.7853981633974483
262	451	0.7853981633974483
280	450	0.7853981633974483
299	448	0.7853981633974483
300	290	0.7853981633974483
229	290	0.7853981633974483
-231	455	0.7853981633974483
231	322	0.7853981633974483
291	322	0.7853981633974483
291	442	0.7853981633974483
-144	250	0.7853981633974483
176	243	0.7853981633974483
-150	322	0.7853981633974483
180	322	0.7853981633974483
180	461	0.7853981633974483
148	460	0.7853981633974483
149	331	0.7853981633974483
-145	362	0.7853981633974483
142	335	0.7853981633974483
135	314	0.7853981633974483
127	331	0.7853981633974483
124	478	0.7853981633974483
116	487	0.7853981633974483
119	344	0.7853981633974483
116	310	0.7853981633974483
111	291	0.7853981633974483
104	274	0.7853981633974483
94	262	0.7853981633974483
81	279	0.7853981633974483
73	300	0.7853981633974483
71	532	0.7853981633974483
16	532	0.7853981633974483
18	293	0.7853981633974483
4	240	0.7853981633974483
-3	130	0.7853981633974483
25	177	0.7853981633974483
45	235	0.7853981633974483
60	299	0.7853981633974483
56	526	0.7853981633974483
-82	288	0.7853981633974483
92	316	0.7853981633974483
97	352	0.7853981633974483
97	486	0.7853981633974483
109	487	0.7853981633974483
-251	470	0.7853981633974483
271	509	0.7853981633974483
331	509	0.7853981633974483
370	498	0.7853981633974483
427	484	0.7853981633974483
470	473	0.7853981633974483
484	470	0.7853981633974483
480	457	0.7853981633974483
469	448	0.7853981633974483
455	442	0.7853981633974483
367	444	0.7853981633974483
-476	436	0.7853981633974483
503	456	0.7853981633974483
604	457	0.7853981633974483
655	446	0.7853981633974483
726	437	0.7853981633974483
779	430	0.7853981633974483
773	422	0.7853981633974483
-795	449	0.7853981633974483
743	457	0.7853981633974483
681	472	0.7853981633974483
617	488	0.7853981633974483
565	510	0.7853981633974483
546	532	0.7853981633974483
-793	536	0.7853981633974483
89	534	0.7853981633974483
